iban,amount,date
RW16JLAK0388910387065777,"€6526,93",16/01/2021
GR31KOSL5868902598342398,"€4435,05",14/08/2022
FH49EBUS9790640749129224,"€8060,70",26/07/2022
TE94QYDP6805848077193773,"€9003,67",03/04/2022
UK46XCJK5130346395669069,"€245,53",06/02/2020
IJ02YJZN1459113278591727,"€6306,91",16/10/2021
IC45NSEU7014035399074000,"€6090,67",26/10/2022
LK11TXLK9955464498656415,"€7801,27",27/01/2021
MK19QSLS5520104779010335,"€4821,20",29/11/2021
KQ93FGEY6361663962535877,"€1868,21",21/01/2021
FL14EEQD2184689902100152,"€8699,59",05/03/2022
UK46XCJK5130346395669069,"€3982,38",22/11/2022
EX24GVJP7144104973232484,"€1490,47",15/07/2020
FJ51QVCZ4071876469072835,"€7905,00",12/01/2022
KQ93FGEY6361663962535877,"€3653,84",23/05/2022
IJ02YJZN1459113278591727,"€4193,79",26/10/2022
ZF83QTIK2093510085478891,"€302,37",01/05/2021
QS64LQLE2555553037497653,"€8312,51",07/02/2020
BS06UUKY7010484849656585,"€4206,26",06/07/2022
PE97VTKD2117787476167401,"€8109,53",06/01/2022
MJ34AOFS7606755782424999,"€5435,56",10/10/2020
IX35DFVK6952181976345520,"€9656,94",31/12/2022
IJ02YJZN1459113278591727,"€7264,30",14/12/2021
IJ02YJZN1459113278591727,"€8751,87",18/04/2021
